strategy,symbol,side,entry,sl,tp2,time,outcome,result_r
S5,NAS100,LONG,29560.75,29533.408882496387,29615.432235007225,2026-05-14 17:30:00+05:30,SL,-1.0
S5,NAS100,SHORT,29153.25,29224.264382817044,29011.221234365912,2026-05-18 19:45:00+05:30,TP2,2.0
S5,NAS100,SHORT,28989.75,29031.40841952189,28906.43316095622,2026-05-19 13:45:00+05:30,SL,-1.0
S5,NAS100,LONG,29321.25,29296.264445618588,29371.221108762824,2026-05-21 13:15:00+05:30,TP2,2.0
S5,NAS100,LONG,29990.75,29962.013846516806,30048.22230696639,2026-05-28 19:15:00+05:30,TP2,2.0
S5,NAS100,LONG,30300.5,30285.180894270463,30331.138211459074,2026-05-29 13:15:00+05:30,TP2,2.0
S5,NAS100,LONG,30436.75,30394.541300906338,30521.167398187325,2026-06-01 20:15:00+05:30,TP2,2.0
S5,NAS100,LONG,30687.25,30647.39806828217,30766.953863435658,2026-06-03 19:30:00+05:30,SL,-1.0
S5,NAS100,LONG,30693.0,30649.84112356296,30779.317752874078,2026-06-03 20:30:00+05:30,SL,-1.0
S5,NAS100,LONG,29430.5,29393.593424883355,29504.31315023329,2026-06-12 13:15:00+05:30,TP2,2.0
S5,NAS100,LONG,29456.75,29412.58274308796,29545.084513824077,2026-06-12 18:30:00+05:30,SL,-1.0
